domain,platform_name,stack_family,framework_raw,online_status,tld,whois_reg_date,ssl_not_before,hosting_asn,ip_country,has_privacy,telegram,qq,operator_id,operator_domains,discovery_round,verdict,signal_tier,in_discovery,in_monitor,in_enriched,observed_hosts
dpdns.org,Penguin Api,one-api-family,new-api/one-api系,,org,,,,,,,,dpdns.org,1,round1,confirmed,A_api_status,Y,,,api.penguinsaichat.dpdns.org;api2.penguinsaichat.dpdns.org;huashang.dpdns.org;sakuradori.dpdns.org
dstopology.com,妖怪杂货铺 (半公益) 自己加群防失联560177927,one-api-family,new-api/one-api系,,com,,,,,,,,dstopology.com,1,round10,confirmed,A_api_status,Y,,,api.dstopology.com
duckcode.cn,duckcode,unlabeled,Cloudflare,CLOUDFLARE_OR_BLOCKED,cn,2026-04-04,,"AS13335 Cloudflare, Inc.",Canada,无,,,duckcode.cn,1,,,,,Y,Y,duckcode.cn
duckcoding.ai,DuckCoding,one-api-family,new-api/one-api系,ONLINE,ai,2026-02-25,,,,,,,duckcoding.ai,1,round1,confirmed,A_api_status,Y,Y,Y,api.duckcoding.ai;duckcoding.ai;www.duckcoding.ai
dumplingai.com,,one-api-family,one-api,,com,,,,,,,,dumplingai.com,1,round8,confirmed,C_framework+content,Y,,,www.dumplingai.com
duou.ai,Duo API,one-api-family,new-api/one-api系,,ai,,,,,,,,duou.ai,1,round1,confirmed,A_api_status,Y,,,api.duou.ai
dzzi.ai,大肘子API,one-api-family,new-api/one-api系,ONLINE,ai,2025-12-23,,"AS13335 Cloudflare, Inc.",Canada,无,,,dzzi.ai,1,round1,confirmed,A_api_status,Y,Y,Y,api.dzzi.ai
easy-token.com,EasyToken,unlabeled,Nginx,ONLINE,com,2026-03-11,,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",China,无,,,easy-token.com,1,,,,,Y,Y,easy-token.com
easyart.cc,ModelHub,one-api-family,new-api/one-api系,,cc,,,,,,,,easyart.cc,1,round2,confirmed,A_api_status,Y,,,api.easyart.cc
easyrouter.io,EasyRouter,one-api-family,new-api/one-api系,ONLINE,io,2026-03-07,,"AS16509 Amazon.com, Inc.",United States,,,,easyrouter.io,1,round6,confirmed,A_api_status,Y,Y,Y,easyrouter.io
ebutterfly.cc,电子蝴蝶,one-api-family,"Cloudflare, React, NewAPI",ONLINE,cc,2026-05-03,,"AS13335 Cloudflare, Inc.",Canada,无,,,ebutterfly.cc,1,,,,,Y,Y,api.ebutterfly.cc
eccoapi.com,,one-api-family,one-api,,com,,,,,,,,eccoapi.com,1,round4,confirmed,C_framework+content,Y,,,eccoapi.com
edenai.co,,one-api-family,one-api,,co,,,,,,,,edenai.co,1,round10,confirmed,C_framework+content,Y,,,edenai.co;www.edenai.co
eirouter.com,ei-token,one-api-family,new-api/one-api系,,com,,,,,,,,eirouter.com,1,round16,confirmed,A_api_status,Y,,,eirouter.com;www.eirouter.com
ejkoy.com,整点token,unlabeled,"Cloudflare, Vue",ONLINE,com,2023-02-15,,"AS13335 Cloudflare, Inc.",Canada,有,,1078053973,ejkoy.com,1,,,,,Y,Y,api.ejkoy.com
ekan8.com,Ekan8 API,one-api-family,new-api/one-api系,ONLINE,com,2015-02-13,,AS979 NetLab Global,United States,无,,,ekan8.com,1,round1,confirmed,A_api_status,Y,Y,Y,api.ekan8.com
ekti.cc,AI Chat,unlabeled,React,ONLINE,cc,2025-09-10,,AS50131 Spartan Host Ltd,United States,无,,,ekti.cc,1,,,,,Y,Y,chat.ekti.cc
electronhub.ai,,one-api-family,one-api,,ai,,,,,,,,electronhub.ai,1,round12,confirmed,C_framework+content,Y,,,www.electronhub.ai
enjoyapi.cc,安九API,unlabeled,"Cloudflare, Vue",ONLINE,cc,2026-04-23,,"AS13335 Cloudflare, Inc.",Canada,有,,,enjoyapi.cc,1,,,,,Y,Y,enjoyapi.cc
ergouapi.com,二狗 API,one-api-family,new-api/one-api系,ONLINE,com,2026-06-03,,"AS13335 Cloudflare, Inc.",Canada,有,,,ergouapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,ergouapi.com
eu.cc,云端API,one-api-family,new-api/one-api系,ONLINE,cc,1997-10-13,,"AS13335 Cloudflare, Inc.",Canada,无,,,eu.cc,1,round1,confirmed,A_api_status,Y,Y,Y,cloudapi.wdyu.eu.cc;www.freezapi.eu.cc
eu.org,iMeagicAPI,one-api-family,new-api/one-api系,,org,,,,,,,,eu.org,1,round13,confirmed,A_api_status,Y,,,newapi.imagic.eu.org
eurouter.ai,,one-api-family,one-api,,ai,,,,,,,,eurouter.ai,1,round8,confirmed,C_framework+content,Y,,,www.eurouter.ai
euzhi.com,Euzhi,one-api-family,new-api/one-api系,ONLINE,com,2020-05-19,,"AS16509 Amazon.com, Inc.",South Korea,无,,,euzhi.com,1,round7,confirmed,A_api_status,Y,Y,Y,admin.euzhi.com;api.euzhi.com
evolink.ai,EvoLink,one-api-family,new-api/one-api系,,ai,,,,,,,,evolink.ai,1,round11,confirmed,A_api_status,Y,,,api.evolink.ai;evolink.ai
exe.xyz,🤡公益站-人人都是别人眼中的🤡,one-api-family,new-api/one-api系,,xyz,,,,,,,,exe.xyz,1,round11,confirmed,A_api_status,Y,,,aiapi.exe.xyz
fastcc.ai,fastcc.ai,one-api-family,new-api/one-api系,,ai,,,,,,,,fastcc.ai,1,round14,confirmed,A_api_status,Y,,,fastcc.ai
fastgpt.cn,,one-api-family,new-api,,cn,,,,,,,,fastgpt.cn,1,round17,confirmed,C_framework+content,Y,,,cloud.fastgpt.cn
fastgpt.io,,one-api-family,new-api,,io,,,,,,,,fastgpt.io,1,round10,confirmed,C_framework+content,Y,,,cloud.fastgpt.io
fastrouter.ai,,one-api-family,one-api,,ai,,,,,,,,fastrouter.ai,1,round4,confirmed,C_framework+content,Y,,,fastrouter.ai
featherless.ai,,one-api-family,one-api,,ai,,,,,,,,featherless.ai,1,round2,confirmed,C_framework+content,Y,,,featherless.ai
feng.cx,Feng AI,unlabeled,"Nginx, React",ONLINE,cx,2023-04-12,,AS201674 Wen ZhangYu,United Kingdom,无,,,feng.cx,1,,,,,Y,Y,api.feng.cx
ffir.cn,飞儿API中转站,one-api-family,new-api/one-api系,,cn,,,,,,,,ffir.cn,1,round7,confirmed,A_api_status,Y,,,ffir.cn
findcg.com,发现AI,unlabeled,,ONLINE,com,2025-04-23,,AS400619 AROSSCLOUD INC.,United States,无,,,findcg.com,1,,,,,Y,Y,findcg.com
fishxcode.com,FishXCode,one-api-family,new-api/one-api系,ONLINE,com,2026-02-11,,"AS16509 Amazon.com, Inc.",United States,有,,,fishxcode.com,1,round7,confirmed,A_api_status,Y,Y,Y,api.fishxcode.com;fishxcode.com
fkclaude.xyz,FK Claude,one-api-family,new-api/one-api系,,xyz,,,,,,,,fkclaude.xyz,1,round10,confirmed,A_api_status,Y,,,fkclaude.xyz
flashapi.top,闪电API,one-api-family,new-api/one-api系,ONLINE,top,2026-03-13,,AS8796 FASTNET DATA INC,United States,无,,,flashapi.top,1,round16,confirmed,A_api_status,Y,Y,Y,ai.flashapi.top
fluxnode.org,Fluxnode,one-api-family,new-api/one-api系,,org,,,,,,,,fluxnode.org,1,round7,confirmed,A_api_status,Y,,,fluxnode.org
fluxtoken.ai,FluxToken,one-api-family,new-api/one-api系,,ai,,,,,,,,fluxtoken.ai,1,round14,confirmed,A_api_status,Y,,,fluxtoken.ai
franklybuilds.com,FranklyBuildsAPI,one-api-family,new-api/one-api系,,com,,,,,,,,franklybuilds.com,1,round2,confirmed,A_api_status,Y,,,api.franklybuilds.com
freemodel.dev,FreeModel,unlabeled,Cloudflare,ONLINE,dev,,,"AS13335 Cloudflare, Inc.",Canada,有,,,freemodel.dev,1,,,,,Y,Y,freemodel.dev
frogbot.ai,,one-api-family,one-api,,ai,,,,,,,,frogbot.ai,1,round4,confirmed,C_framework+content,Y,,,docs.frogbot.ai
frontier-intelligence.tech,Frontier Intelligence,one-api-family,new-api/one-api系,ONLINE,tech,2026-03-08,,"AS13335 Cloudflare, Inc.",Canada,无,,,frontier-intelligence.tech,1,round16,confirmed,A_api_status,Y,Y,Y,api.frontier-intelligence.tech
fucheers.top,Fucheers,one-api-family,new-api/one-api系,ONLINE,top,2026-01-28,,,,无,,,fucheers.top,1,round5,confirmed,A_api_status,Y,Y,Y,fucheers.top;www.fucheers.top
fuhuacloud.ai,FuhuaCloud AI,one-api-family,new-api/one-api系,,ai,,,,,,,,fuhuacloud.ai,1,round14,confirmed,A_api_status,Y,,,fuhuacloud.ai
funnyskill.com,范尼API,one-api-family,new-api/one-api系,ONLINE,com,2026-01-13,,AS16276 OVH SAS,United States,无,,,funnyskill.com,1,round16,confirmed,A_api_status,Y,Y,Y,funnyskill.com
futurmix.ai,FuturMix,one-api-family,new-api/one-api系,,ai,,,,,,,,futurmix.ai,1,round16,confirmed,A_api_status,Y,,,futurmix.ai
fuxingapi.com,福星 API,one-api-family,new-api/one-api系,,com,,,,,,,,fuxingapi.com,1,round13,confirmed,A_api_status,Y,,,www.fuxingapi.com
gateone.ai,,one-api-family,one-api,,ai,,,,,,,,gateone.ai,1,round7,confirmed,C_framework+content,Y,,,gateone.ai;www.gateone.ai
gatewayapi.ai,GatewayApi,one-api-family,new-api/one-api系,,ai,,,,,,,,gatewayapi.ai,1,round14,confirmed,A_api_status,Y,,,gatewayapi.ai
geekai.pro,极客学长API-01,one-api-family,new-api/one-api系,,pro,,,,,,,,geekai.pro,1,round13,confirmed,A_api_status,Y,,,api.geekai.pro
geeknow.ai,GeekAI,one-api-family,new-api/one-api系,,ai,,,,,,,,geeknow.ai,1,round1,confirmed,A_api_status,Y,,,geeknow.ai
gemai.cc,哈基米,one-api-family,"Nginx, React, NewAPI",ONLINE,cc,2025-10-22,,AS979 NetLab Global,United States,,,,gemai.cc,1,,,,,Y,Y,api.gemai.cc
geminiapi.ai,New API,one-api-family,new-api/one-api系,,ai,,,,,,,,geminiapi.ai,1,round10,confirmed,A_api_status,Y,,,geminiapi.ai
getezclaw.com,API GetEzClaw,one-api-family,new-api/one-api系,ONLINE,com,2026-03-01,,"AS13335 Cloudflare, Inc.",Canada,无,,,getezclaw.com,1,round16,confirmed,A_api_status,Y,Y,Y,api.getezclaw.com
getgoapi.com,GetGoAPI,one-api-family,new-api/one-api系,,com,,,,,,,,getgoapi.com,1,round11,confirmed,A_api_status,Y,,,api.getgoapi.com;getgoapi.com
getunikey.ai,UNIKEY,one-api-family,new-api/one-api系,,ai,,,,,,,,getunikey.ai,1,round14,confirmed,A_api_status,Y,,,getunikey.ai
ggff.net,yx,one-api-family,new-api/one-api系,,net,,,,,,,,ggff.net,1,round1,confirmed,A_api_status,Y,,,api.dx001.ggff.net
ggrokheavy.xyz,GGgrok,one-api-family,new-api/one-api系,,xyz,,,,,,,,ggrokheavy.xyz,1,round6,confirmed,A_api_status,Y,,,ggrokheavy.xyz
github.io,,sub2api,sub2api,,io,,,,,,,,github.io,1,round15,confirmed,C_framework+content,Y,,,zxj-2023.github.io
globalai.vip,Global AI,one-api-family,new-api/one-api系,,vip,,,,,,,,globalai.vip,1,round1,confirmed,A_api_status,Y,,,globalai.vip
goapis.vip,Go APIs,one-api-family,new-api/one-api系,,vip,,,,,,,,goapis.vip,1,round2,confirmed,A_api_status,Y,,,goapis.vip
gogoapi.cloud,GOGOAPI,one-api-family,new-api/one-api系,ONLINE,cloud,2026-03-30,,AS16276 OVH SAS,United States,无,,,gogoapi.cloud,1,round1,confirmed,A_api_status,Y,Y,Y,www.gogoapi.cloud
gogogotoken.ai,gogogoToken API,one-api-family,new-api/one-api系,,ai,,,,,,,,gogogotoken.ai,1,round14,confirmed,A_api_status,Y,,,gogogotoken.ai
gpt-load.com,,one-api-family,new-api,,com,,,,,,,,gpt-load.com,1,round8,confirmed,C_framework+content,Y,,,www.gpt-load.com
gpt-pool.com,GPT Pool,one-api-family,new-api/one-api系,,com,,,,,,,,gpt-pool.com,1,round1,confirmed,A_api_status,Y,,,gpt-pool.com
gptbest.vip,,openai-compatible-unknown,openai_compatible_unknown,,vip,,,,,,,,gptbest.vip,1,round17,confirmed,B_v1_models,Y,,,hk-api.gptbest.vip
gpteamservices.com,GPTEAM,unlabeled,Cloudflare,ONLINE,com,2026-01-31,,"AS13335 Cloudflare, Inc.",Canada,有,,,gpteamservices.com,1,,,,,Y,Y,portal.gpteamservices.com
gptnb.ai,GPTNB GOAPI,one-api-family,new-api/one-api系,,ai,,,,,,,,gptnb.ai,1,round2,confirmed,A_api_status,Y,,,goapi.gptnb.ai;oneapi.gptnb.ai
gptoai.top,专业中转API,one-api-family,new-api/one-api系,,top,,,,,,,,gptoai.top,1,round13,confirmed,A_api_status,Y,,,api.gptoai.top
growupapi.ltd,GrowUpAPI,unlabeled,Cloudflare,ONLINE,ltd,,,"AS13335 Cloudflare, Inc.",Canada,无,,,growupapi.ltd,1,,,,,Y,Y,growupapi.ltd
guagua.uk,☀️Sunny PumpkinAPI,one-api-family,new-api/one-api系,ONLINE,uk,2025-02-19,,AS197540 netcup GmbH,Germany,无,,,guagua.uk,1,round16,confirmed,A_api_status,Y,Y,Y,gua.guagua.uk
guardentry.ai,,one-api-family,one-api,,ai,,,,,,,,guardentry.ai,1,round14,confirmed,C_framework+content,Y,,,guardentry.ai
gzxsy.vip,星思研,one-api-family,new-api/one-api系,,vip,,,,,,,,gzxsy.vip,1,round5,confirmed,A_api_status,Y,,,gzxsy.vip
h-e.top,烁,one-api-family,new-api/one-api系,,top,,,,,,,,h-e.top,1,round4,confirmed,A_api_status,Y,,,elysiver.h-e.top
hack3rx.cn,Hack3rX-API,unlabeled,"Nginx, Vue",ONLINE,cn,2025-01-29,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,有,,1016970550,hack3rx.cn,1,,,,,Y,Y,api.hack3rx.cn
hangzhale.com,夯炸了AI,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-05-11,,"AS13335 Cloudflare, Inc.",Canada,有,,1105769045,hangzhale.com,1,,,,,Y,Y,api.hangzhale.com
hao.ai,hao.ai,one-api-family,one-api,ONLINE,ai,2017-12-16,,"AS16509 Amazon.com, Inc.",United States,有,t.me/haoai_official,,hao.ai,1,round16,confirmed,C_framework+content,Y,Y,Y,hao.ai
hapuppy.com,,one-api-family,one-api,,com,,,,,,,,hapuppy.com,1,round7,confirmed,C_framework+content,Y,,,hapuppy.com
hboom.ai,Hboom,one-api-family,new-api/one-api系,,ai,,,,,,,,hboom.ai,1,round9,confirmed,A_api_status,Y,,,hboom.ai
hcnote.cn,,one-api-family,new-api,,cn,,,,,,,,hcnote.cn,1,round5,confirmed,C_framework+content,Y,,,hcnote.cn
helicone.ai,,one-api-family,one-api,,ai,,,,,,,,helicone.ai,1,round17,confirmed,C_framework+content,Y,,,docs.helicone.ai
helpcoder.cc,帮帮程序员,one-api-family,new-api/one-api系,,cc,,,,,,,,helpcoder.cc,1,round4,confirmed,A_api_status,Y,,,helpcoder.cc
hemaapi.cc,河马中转站,one-api-family,"React, NewAPI",ONLINE,cc,2026-04-24,,AS215355 Alice Network,United States,无,,,hemaapi.cc,1,,,,,Y,Y,hemaapi.cc
hepingan.top,Guiwuli-Api,sub2api,sub2api,ONLINE,top,2023-04-14,,"AS13335 Cloudflare, Inc.",Canada,有,,1973016127,hepingan.top,1,round8,confirmed,C_framework+content,Y,Y,Y,ai.hepingan.top;api.hepingan.top
heykey.ai,HeyKey,one-api-family,new-api/one-api系,,ai,,,,,,,,heykey.ai,1,round14,confirmed,A_api_status,Y,,,heykey.ai
hhnto.top,hhnto的API中转,one-api-family,new-api/one-api系,ONLINE,top,2026-04-07,,AS134835 Starry Network Limited,Hong Kong,无,,,hhnto.top,1,round16,confirmed,A_api_status,Y,Y,Y,hk.hhnto.top
hiapi.store,hi-api,one-api-family,new-api/one-api系,ONLINE,store,,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,hiapi.store,1,round16,confirmed,A_api_status,Y,Y,Y,hiapi.store
hlool.top,Hlool API,one-api-family,new-api/one-api系,,top,,,,,,,,hlool.top,1,round11,confirmed,A_api_status,Y,,,api.hlool.top
hohoapi.com,HoHoApi,one-api-family,new-api/one-api系,ONLINE,com,2026-03-26,,"AS13335 Cloudflare, Inc.",Canada,无,,,hohoapi.com,1,round1,confirmed,A_api_status,Y,Y,Y,hohoapi.com
holamexicali.com,New API,one-api-family,new-api/one-api系,,com,,,,,,,,holamexicali.com,1,round14,confirmed,A_api_status,Y,,,holamexicali.com
holdai.top,毫秒API,one-api-family,new-api/one-api系,,top,,,,,,,,holdai.top,1,round2,confirmed,A_api_status,Y,,,api.holdai.top
hottoken.ai,New API,one-api-family,new-api/one-api系,,ai,,,,,,,,hottoken.ai,1,round14,confirmed,A_api_status,Y,,,hottoken.ai
howlife.cc,Howlife,one-api-family,new-api/one-api系,,cc,,,,,,,,howlife.cc,1,round9,confirmed,A_api_status,Y,,,api.howlife.cc
hslife.fun,H&SのToken食堂,unlabeled,"Nginx, Vue",ONLINE,fun,2025-12-28,,AS906 DMIT Cloud Services,United States,有,,1098863142,hslife.fun,1,,,,,Y,Y,gpt.hslife.fun
huaci.ai,华元 API,one-api-family,new-api/one-api系,,ai,,,,,,,,huaci.ai,1,round14,confirmed,A_api_status,Y,,,huaci.ai
huanapi.com,换API,one-api-family,new-api/one-api系,HTTP_ERROR,com,2026-02-12,,AS50131 Spartan Host Ltd,United States,有,,,huanapi.com,1,round1,confirmed,A_api_status,Y,Y,Y,huanapi.com;www.huanapi.com
huasuan.ai,华算 API,one-api-family,new-api/one-api系,,ai,,,,,,,,huasuan.ai,1,round14,confirmed,A_api_status,Y,,,huasuan.ai
huiliuapi.com,huiliuapi,unlabeled,,ONLINE,com,2026-05-22,,,,无,,,huiliuapi.com,1,,,,,Y,Y,huiliuapi.com
hybgzs.com,黑与白公益站,one-api-family,new-api/one-api系,,com,,,,,,,,hybgzs.com,1,round1,confirmed,A_api_status,Y,,,ai.hybgzs.com
hyperapi.cc,Hyper API,one-api-family,new-api/one-api系,,cc,,,,,,,,hyperapi.cc,1,round2,confirmed,A_api_status,Y,,,hyperapi.cc
i4um.com,,one-api-family,voapi,,com,,,,,,,,i4um.com,1,round9,confirmed,C_framework+content,Y,,,i4um.com
iacc.cc,IACC,unlabeled,Cloudflare,ONLINE,cc,2024-08-16,,"AS13335 Cloudflare, Inc.",Canada,无,,,iacc.cc,1,,,,,Y,Y,iacc.cc
icreat.ai,iCreat Api,one-api-family,new-api/one-api系,,ai,,,,,,,,icreat.ai,1,round15,confirmed,A_api_status,Y,,,api.icreat.ai
ikuncode.cc,IKunCode,one-api-family,new-api/one-api系,ONLINE,cc,2025-08-24,,"AS13335 Cloudflare, Inc.",Canada,无,,,ikuncode.cc,1,round16,confirmed,A_api_status,Y,Y,Y,api.ikuncode.cc
indotoken.ai,Indo Token,one-api-family,new-api/one-api系,,ai,,,,,,,,indotoken.ai,1,round14,confirmed,A_api_status,Y,,,indotoken.ai
indrin.cn,LLM API,one-api-family,new-api/one-api系,,cn,,,,,,,,indrin.cn,1,round1,confirmed,A_api_status,Y,,,llm.indrin.cn
infai.cc,无限API,one-api-family,"Nginx, React, NewAPI, OneAPI",ONLINE,cc,2026-01-29,,AS16276 OVH SAS,United States,无,,,infai.cc,1,,,,,Y,Y,infai.cc
infistar.ai,无限星河,one-api-family,new-api/one-api系,ONLINE,ai,2026-04-20,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,infistar.ai,1,round1,confirmed,A_api_status,Y,Y,Y,infistar.ai
it.com,元启智科,one-api-family,new-api/one-api系,,com,,,,,,,,it.com,1,round6,confirmed,A_api_status,Y,,,mingyu.it.com
itstudio.club,Itstudio,one-api-family,new-api/one-api系,,club,,,,,,,,itstudio.club,1,round4,confirmed,A_api_status,Y,,,airouter.service.itstudio.club
jbbtoken.cn,jbb,one-api-family,new-api/one-api系,ONLINE,cn,2026-05-30,,"AS13335 Cloudflare, Inc.",Canada,有,,,jbbtoken.cn,1,round16,confirmed,A_api_status,Y,Y,Y,jbbtoken.cn
jianxiaozhi.chat,简小智API中转站,one-api-family,new-api/one-api系,,chat,,,,,,,,jianxiaozhi.chat,1,round1,confirmed,A_api_status,Y,,,newapi.jianxiaozhi.chat
jianzhile.vip,简直了,one-api-family,new-api/one-api系,,vip,,,,,,,,jianzhile.vip,1,round4,confirmed,A_api_status,Y,,,jianzhile.vip
jiekou.ai,接口AI,unlabeled,,ONLINE,ai,2025-06-09,,"AS132203 Tencent Building, Kejizhongyi Avenue",Singapore,有,t.me/+ZKN8T8Hk8ggwYWMx,,jiekou.ai,1,,,,,Y,Y,jiekou.ai
jmyr.net,JmyR,one-api-family,new-api/one-api系,ONLINE,net,2014-08-07,,AS979 NetLab Global,Hong Kong,无,,,jmyr.net,1,round16,confirmed,A_api_status,Y,Y,Y,jmyr.net
jojocode.com,JOJO Code 聚合,one-api-family,new-api/one-api系,,com,,,,,,,,jojocode.com,1,round5,confirmed,A_api_status,Y,,,jojocode.com
joyzhi.com,MiloCode,one-api-family,new-api/one-api系,,com,,,,,,,,joyzhi.com,1,round9,confirmed,A_api_status,Y,,,api.joyzhi.com
junjun.site,junjuncc,unlabeled,,DNS_FAIL,site,2025-05-06,,,,无,,,junjun.site,1,,,,,Y,Y,newapi.junjun.site
kelaiapi.cc,kelai,one-api-family,"Cloudflare, React, NewAPI",ONLINE,cc,2026-03-12,,"AS13335 Cloudflare, Inc.",Canada,无,,,kelaiapi.cc,1,,,,,Y,Y,kelaiapi.cc
kie.ai,,one-api-family,one-api,,ai,,,,,,,,kie.ai,1,round5,confirmed,C_framework+content,Y,,,kie.ai
kingflow.ai,KingFlow AI,one-api-family,new-api/one-api系,,ai,,,,,,,,kingflow.ai,1,round14,confirmed,A_api_status,Y,,,kingflow.ai
kissapi.ai,KissAPI,one-api-family,new-api/one-api系,,ai,,,,,,,,kissapi.ai,1,round2,confirmed,A_api_status,Y,,,api.kissapi.ai
kividas.com,KyberRouter,unlabeled,Nginx,ONLINE,com,2026-06-01,,"AS16509 Amazon.com, Inc.",United States,无,,,kividas.com,1,,,,,Y,Y,ai.kividas.com
kksj.org,KKSJ AI模型中转API,one-api-family,new-api/one-api系,,org,,,,,,,,kksj.org,1,round2,confirmed,A_api_status,Y,,,api.kksj.org;cnapi.kksj.org
knox.chat,KnoxChat,one-api-family,new-api/one-api系,,chat,,,,,,,,knox.chat,1,round5,confirmed,A_api_status,Y,,,api.knox.chat
koalaapi.com,koalaapi,one-api-family,new-api/one-api系,,com,,,,,,,,koalaapi.com,1,round1,confirmed,A_api_status,Y,,,koalaapi.com
koyeb.app,SWT-AI_API（Free）,one-api-family,new-api/one-api系,,app,,,,,,,,koyeb.app,1,round1,confirmed,A_api_status,Y,,,new-api.koyeb.app
kr777.top,CaMeL AI,one-api-family,new-api/one-api系,,top,,,,,,,,kr777.top,1,round5,confirmed,A_api_status,Y,,,camel.kr777.top
krizai.ai,灵枢 AI,one-api-family,new-api/one-api系,,ai,,,,,,,,krizai.ai,1,round14,confirmed,A_api_status,Y,,,krizai.ai
kuaiaiapi.com,kuaiai,one-api-family,new-api/one-api系,,com,,,,,,,,kuaiaiapi.com,1,round10,confirmed,A_api_status,Y,,,www.kuaiaiapi.com
kun8.vip,北妈AI,unlabeled,"Nginx, Vue",ONLINE,vip,2025-06-26,,AS906 DMIT Cloud Services,United States,有,,,kun8.vip,1,,,,,Y,Y,bmai.kun8.vip
kunpengyr.xyz,鲲鹏api,one-api-family,new-api/one-api系,,xyz,,,,,,,,kunpengyr.xyz,1,round14,confirmed,A_api_status,Y,,,kunpengyr.xyz
langziapi.online,langziApi,unlabeled,"Cloudflare, Vue",ONLINE,online,2026-04-24,,"AS13335 Cloudflare, Inc.",Canada,有,,3293238230,langziapi.online,1,,,,,Y,Y,langziapi.online
lanxiu.cc,哈基米 API,one-api-family,new-api/one-api系,,cc,,,,,,,,lanxiu.cc,1,round13,confirmed,A_api_status,Y,,,lanxiu.cc
laozhang.ai,LaoZhang API,one-api-family,new-api/one-api系,ONLINE,ai,2025-03-12,,AS25820 IT7 Networks Inc,United States,有,,,laozhang.ai,1,round1,confirmed,A_api_status,Y,Y,Y,api.laozhang.ai
lcodex.cn,钧澈API,one-api-family,new-api/one-api系,,cn,,,,,,,,lcodex.cn,1,round1,confirmed,A_api_status,Y,,,vip.lcodex.cn
lconai.com,智创聚合API,one-api-family,new-api/one-api系,,com,,,,,,,,lconai.com,1,round9,confirmed,A_api_status,Y,,,s.lconai.com
learn-ai.top,learn-ai 公益站,one-api-family,new-api/one-api系,ONLINE,top,2025-08-12,,"AS13335 Cloudflare, Inc.",Canada,无,,,learn-ai.top,1,round16,confirmed,A_api_status,Y,Y,Y,free.learn-ai.top;learn-ai.top
leleweb.cn,Ai乐,unlabeled,"Nginx, Vue",ONLINE,cn,2025-04-21,,AS400619 AROSSCLOUD INC.,United States,有,,,leleweb.cn,1,,,,,Y,Y,api.leleweb.cn
lilililwan.xyz,liWAN LAB,one-api-family,new-api/one-api系,,xyz,,,,,,,,lilililwan.xyz,1,round13,confirmed,A_api_status,Y,,,metapi.lilililwan.xyz
limiao.net,哩喵中转栈,unlabeled,Cloudflare,CLOUDFLARE_OR_BLOCKED,net,2026-04-03,,"AS13335 Cloudflare, Inc.",Canada,无,,,limiao.net,1,,,,,Y,Y,limiao.net
lingshuai.cc,灵枢AI,unlabeled,"Nginx, Vue",ONLINE,cc,2026-04-16,,AS62468 VpsQuan L.L.C.,United States,有,,,lingshuai.cc,1,,,,,Y,Y,api.lingshuai.cc
lingsuan.top,灵算,unlabeled,"Cloudflare, Vue",ONLINE,top,2026-05-15,,"AS13335 Cloudflare, Inc.",Canada,有,,951452883,lingsuan.top,1,,,,,Y,Y,lingsuan.top
lingyaai.cn,灵芽API,one-api-family,new-api/one-api系,,cn,,,,,,,,lingyaai.cn,1,round1,confirmed,A_api_status,Y,,,api.lingyaai.cn
linkai.shop,LinkAi,unlabeled,"Cloudflare, Vue",ONLINE,shop,,,"AS13335 Cloudflare, Inc.",Canada,有,,,linkai.shop,1,,,,,Y,Y,linkai.shop
linkapi.ai,LinkAPI,one-api-family,new-api/one-api系,ONLINE_LOGIN_REQUIRED,ai,2025-10-11,,AS906 DMIT Cloud Services,United States,无,,,linkapi.ai,1,round5,confirmed,A_api_status,Y,Y,Y,api.linkapi.ai;linkapi.ai
linkapi.org,小豆包API,one-api-family,new-api/one-api系,,org,,,,,,,,linkapi.org,1,round2,confirmed,A_api_status,Y,,,api.linkapi.org
linoapi.com.cn,Lino API,one-api-family,new-api/one-api系,,cn,,,,,,,,linoapi.com.cn,1,round9,confirmed,A_api_status,Y,,,linoapi.com.cn
littlesheep.cc,LittleSheep API,one-api-family,new-api/one-api系,,cc,,,,,,,,littlesheep.cc,1,round11,confirmed,A_api_status,Y,,,ai.littlesheep.cc
ll9e.cn,猫叔大模型,one-api-family,new-api/one-api系,,cn,,,,,,,,ll9e.cn,1,round7,confirmed,A_api_status,Y,,,ai.ll9e.cn
llmapi.pro,LLMAPI,unlabeled,Nginx,ONLINE,pro,,,AS401701 cognetcloud INC,Hong Kong,有,,,llmapi.pro,1,,,,,Y,Y,llmapi.pro
llmgw.cn,Token API,one-api-family,new-api/one-api系,ONLINE,cn,2026-05-06,,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",China,无,,,llmgw.cn,1,round16,confirmed,A_api_status,Y,Y,Y,llmgw.cn
llmhub.com.cn,LLM Hub,one-api-family,new-api/one-api系,,cn,,,,,,,,llmhub.com.cn,1,round7,confirmed,A_api_status,Y,,,www.llmhub.com.cn
